condition_concept_id,concept_name,vocabulary_id
135767,Benign neoplasm of spinal meninges,SNOMED
138604,"Contusion of face, scalp and neck, excluding eye(s)",SNOMED
138667,Stoma finding,SNOMED
135893,Pressure ulcer of heel,SNOMED
135939,Closed fracture of sternal end of clavicle,SNOMED
132397,Pilonidal cyst without abscess,SNOMED
138896,Open wound of forehead without complication,SNOMED
138918,Partial thickness burn of lip,SNOMED
138996,Carcinoma in situ of skin,SNOMED
139180,Open wound of multiple sites of face without complication,SNOMED
139200,Crushing injury of forearm,SNOMED
139737,Pediculosis corporis,SNOMED
139841,Chronic frontal sinusitis,SNOMED
140090,Lesion of median nerve,SNOMED
140176,Erythema nodosum,SNOMED
136057,Benign neoplasm of skin of trunk,SNOMED
136279,Injury at T1-T6 level with spinal cord injury AND without bone injury,SNOMED
136354,Secondary malignant neoplasm of skin,SNOMED
132446,Congenital anomaly of skin,SNOMED
140352,"Acute myeloid leukemia, disease",SNOMED
140526,Congenital anomaly of endocrine gland,SNOMED
136368,Non-toxic multinodular goiter,SNOMED
140641,Verruca vulgaris,SNOMED
140708,Myelopathy due to another disorder,SNOMED
136496,Cellulitis and abscess of face,SNOMED
140842,Changes in skin texture,SNOMED
141050,Disorder of hard tissues of teeth,SNOMED
141056,Acute ethmoidal sinusitis,SNOMED
132466,Lumbar sprain,SNOMED
132572,Chronic myeloid leukemia in remission,SNOMED
136580,Dehiscence of surgical wound,SNOMED
141095,Acne,SNOMED
141159,Open wound of buccal mucosa without complication,SNOMED
136661,Non-toxic nodular goiter,SNOMED
136710,Perichondritis of pinna,SNOMED
141253,Disorder of thyroid gland,SNOMED
136760,Transient hypertension of pregnancy - not delivered,SNOMED
141474,Second degree burn of hand,SNOMED
141666,Acute osteomyelitis of lower leg,SNOMED
132736,Bacteremia,SNOMED
132835,Pediculosis capitis,SNOMED
132850,Myeloid leukemia in remission,SNOMED
132853,Lymphoid leukemia,SNOMED
136788,Spinal stenosis of lumbar region,SNOMED
136950,Myelodysplastic syndrome with isolated del(5q),SNOMED
136982,Trichiasis without entropion,SNOMED
132932,Chronic ethmoidal sinusitis,SNOMED
81902,Urinary tract infectious disease,SNOMED
133088,Late amputation stump complication,SNOMED
81931,Psoriasis with arthropathy,SNOMED
141667,Laxity of ligament,SNOMED
141941,Cervical spondylosis without myelopathy,SNOMED
192240,Chronic viral hepatitis B with hepatitis D,SNOMED
192273,Benign neoplasm of adrenal gland,SNOMED
192279,Kidney disorder due to diabetes mellitus,SNOMED
192298,Hypersplenism,SNOMED
137053,Seborrheic dermatitis,SNOMED
192359,Renal failure syndrome,SNOMED
137065,Nonstageable pressure ulcer,SNOMED
137345,Pressure ulcer stage 4,SNOMED
137367,Chronic osteomyelitis of pelvic region and/or thigh,SNOMED
81984,Sprain of shoulder and upper arm,SNOMED
192367,Dysplasia of cervix,SNOMED
192372,Placenta previa without hemorrhage - not delivered,SNOMED
132344,Gingival and periodontal disease,SNOMED
192385,"Tumor of uterine body complicating antenatal care, baby not yet delivered",SNOMED
132489,"Second degree burn of single finger, not thumb",SNOMED
132685,Severe pre-eclampsia - not delivered,SNOMED
133055,Open wound of scalp with complication,SNOMED
137548,Cervical radiculopathy,SNOMED
137627,Prickly heat,SNOMED
137829,Aplastic anemia,SNOMED
192568,Secondary malignant neoplasm of intra-abdominal lymph nodes,SNOMED
137856,Atypical facial pain,SNOMED
137858,Thoracic radiculopathy,SNOMED
192684,"Renal hypertension complicating pregnancy, childbirth and the puerperium - not delivered",SNOMED
137991,Sick-euthyroid syndrome,SNOMED
192759,Late effect of fracture of spine AND/OR trunk without spinal cord lesion,SNOMED
192854,Intramural leiomyoma of uterus,SNOMED
192885,Tarsal tunnel syndrome,SNOMED
192901,Hereditary spastic paraplegia,SNOMED
192963,Disorder of pancreas,SNOMED
192972,Prolonged rupture of membranes,SNOMED
133141,Tinea pedis,SNOMED
133278,Disorder of hair,SNOMED
133285,Dermatitis factitia,SNOMED
133294,Prepatellar bursitis,SNOMED
138102,Benign neoplasm of skin,SNOMED
138113,Cyst of thyroid,SNOMED
133299,Swelling of limb,SNOMED
133303,Congenital anomaly of mouth,SNOMED
133327,Viremia,SNOMED
133364,Second degree burn of back,SNOMED
193016,Cystic disease of kidney,SNOMED
133438,Chronic lymphoid leukemia in remission,SNOMED
138148,Plantar nerve lesion,SNOMED
133424,Primary malignant neoplasm of thyroid gland,SNOMED
133444,Thyroiditis,SNOMED
133468,Disorder of extremity,SNOMED
193144,Secondary malignant neoplasm of adrenal gland,SNOMED
133510,Rapidly progressive periodontitis,SNOMED
133551,Vesicular eczema of hands and/or feet,SNOMED
138176,Acute gingivitis,SNOMED
193155,Carcinoid tumor of large intestine,SNOMED
138283,Closed dislocation of sacrum,SNOMED
138292,Burn erythema of thigh,SNOMED
133547,Pyoderma,SNOMED
133726,Carcinoma in situ of skin of face,SNOMED
133566,Necrotizing fasciitis,SNOMED
193186,Cauda equina syndrome with neurogenic bladder,SNOMED
133613,Closed traumatic dislocation of tarsometatarsal joint,SNOMED
133646,Injury of digital nerve,SNOMED
138379,"Chronic lymphoid leukemia, disease",SNOMED
133729,Hyperparathyroidism,SNOMED
193255,"Noninflammatory disorders of the ovary, fallopian tube and broad ligament",SNOMED
193262,Inflammatory disorder of penis,SNOMED
193344,Injury of lung with open wound into thorax,SNOMED
193512,Embolism and thrombosis of the renal vein,SNOMED
193530,Follicular cyst of ovary,SNOMED
138387,Thyrotoxicosis,SNOMED
138388,Secondary hyperparathyroidism,SNOMED
193739,Ovarian failure,SNOMED
138463,Aphthous ulcer of mouth,SNOMED
193998,Neoplasm of uncertain behavior of digestive and respiratory systems,SNOMED
194109,Delayed AND/OR secondary postpartum hemorrhage,SNOMED
133794,Chronic gingivitis,SNOMED
133857,Acquired deformity of limb,SNOMED
138479,Thyroid dysfunction during pregnancy - baby not yet delivered,SNOMED
138484,Thyroid dysfunction in the puerperium - baby delivered during previous episode of care,SNOMED
133727,Thyrotoxicosis without goiter OR other cause,SNOMED
133956,Septicemia due to enterococcus,SNOMED
134074,Cellulitis of oral soft tissues,SNOMED
133853,Osteomyelitis of ankle AND/OR foot,SNOMED
133974,Overlapping malignant neoplasm of skin,SNOMED
134118,Atrophic condition of skin,SNOMED
134141,Chronic osteomyelitis of lower leg,SNOMED
134144,Cleft palate with cleft lip,SNOMED
134308,Carcinoma in situ of skin of lower limb,SNOMED
134222,Injury of forearm,SNOMED
134312,Iatrogenic hypothyroidism,SNOMED
134324,Lipodystrophy,SNOMED
194175,Left upper quadrant pain,SNOMED
134404,Anal spasm,SNOMED
194395,Hemorrhage of large intestine with diverticular disease of large intestine,SNOMED
138519,Spondylosis without myelopathy,SNOMED
138592,Open wound of lip with complication,SNOMED
138641,Foreign body in tracheobronchial tree,SNOMED
194684,Crohn's disease of large bowel,SNOMED
138690,Infestation by Pediculus,SNOMED
138717,Toxic diffuse goiter,SNOMED
134441,Chronic ulcer of skin,SNOMED
134461,Tietze's disease,SNOMED
138841,Disorder of sacrum,SNOMED
138913,Second degree burn of two OR more fingers including thumb,SNOMED
139099,Ingrowing nail,SNOMED
139110,Intervertebral disc disorder of thoracic region with myelopathy,SNOMED
134765,Cachexia,SNOMED
139757,Malignant melanoma of skin of lower limb,SNOMED
139888,Threatened premature labor - not delivered,SNOMED
194692,Cirrhosis - non-alcoholic,SNOMED
194693,Postprocedural pelvic peritoneal adhesions,SNOMED
194710,Placenta previa without hemorrhage,SNOMED
134438,Contact dermatitis,SNOMED
194847,Mechanical complication due to urethral indwelling catheter,SNOMED
194985,Postgastric surgery syndrome,SNOMED
135033,Hair and hair follicle diseases,SNOMED
134460,Plantar fascial fibromatosis,SNOMED
135061,Congenital anomaly of musculoskeletal system,SNOMED
194992,Celiac disease,SNOMED
135157,Finding of cardiovascular device,SNOMED
134603,Chronic myeloid leukemia,SNOMED
135204,Mycosis fungoides of extranodal AND/OR solid organ site,SNOMED
135333,Pressure ulcer,SNOMED
195012,Intermenstrual bleeding - irregular,SNOMED
195060,Congenital anomaly of renal blood vessel,SNOMED
135370,Perinatal cutaneous hemorrhage,SNOMED
135694,Abrasion and/or friction burn of foot without infection,SNOMED
135695,Second degree burn of chin,SNOMED
195075,Passage of meconium,SNOMED
134668,Chronic maxillary sinusitis,SNOMED
135750,Primary malignant neoplasm of floor of mouth,SNOMED
135762,Acute myeloid leukemia in remission,SNOMED
135852,Teething syndrome,SNOMED
139900,Urticaria,SNOMED
134671,Periapical abscess without sinus tract,SNOMED
134732,Acquired forearm deformity,SNOMED
139902,Allergic urticaria,SNOMED
139906,Intervertebral disc disorder of cervical region with myelopathy,SNOMED
139970,Second degree burn of thigh,SNOMED
195083,Left lower quadrant pain,SNOMED
140027,Herpetic gingivostomatitis,SNOMED
195259,Meralgia paresthetica,SNOMED
140064,Myelosclerosis with myeloid metaplasia,SNOMED
195306,Gastroduodenitis,SNOMED
195392,Laceration of liver,SNOMED
195480,Primary malignant neoplasm of renal pelvis,SNOMED
140168,Psoriasis,SNOMED
140172,Erythematosquamous dermatosis,SNOMED
140191,Osteomyelitis of lower leg,SNOMED
195513,Carcinoma in situ of vagina,SNOMED
135892,Erythematous condition,SNOMED
135923,Cleft palate,SNOMED
195585,Crohn's disease of small intestine,SNOMED
195603,Vulval and/or perineal noninflammatory disorders,SNOMED
135930,Musculoskeletal finding,SNOMED
136185,Abnormal granulation tissue,SNOMED
195770,Subserous leiomyoma of uterus,SNOMED
195793,Neoplasm of uncertain behavior of uterus,SNOMED
136203,Contracture of palmar fascia,SNOMED
195864,Diverticulum of bladder,SNOMED
136264,Open wound of floor of mouth without complication,SNOMED
136854,Second degree burn of shoulder,SNOMED
136871,Burn any degree involving 20-29 percent of body surface,SNOMED
136934,Primary hyperparathyroidism,SNOMED
137016,Retained dental root,SNOMED
137275,Disorder of muscle,SNOMED
137648,Osteomyelitis of hand,SNOMED
137658,Congenital pigmentary skin anomalies,SNOMED
195867,Noninflammatory disorder of the vagina,SNOMED
195948,Closed fracture of lumbar vertebra with spinal cord injury,SNOMED
195958,Traumatic pneumohemothorax with open wound into thorax,SNOMED
195977,Contusion of trunk,SNOMED
196049,Primary malignant neoplasm of urethra,SNOMED
196149,Acute appendicitis with generalized peritonitis,SNOMED
196156,Urethral diverticulum,SNOMED
196365,Neoplasm of uncertain behavior of adrenal gland,SNOMED
137682,Skin sensation disturbance,SNOMED
137733,Abrasion and/or friction burn of hand without infection,SNOMED
196369,Adrenogenital disorder,SNOMED
196438,Acquired arteriovenous fistula of liver,SNOMED
196454,Colostomy and enterostomy malfunction,SNOMED
134736,Backache,SNOMED
137735,Second degree burn of forearm,SNOMED
137750,Second degree burn of forehead AND/OR cheek,SNOMED
137800,Primary malignant neoplasm of maxillary sinus,SNOMED
134870,Pityriasis versicolor,SNOMED
135215,Hashimoto thyroiditis,SNOMED
140214,Eruption,SNOMED
140273,Contusion of forearm,SNOMED
140362,Hypoparathyroidism,SNOMED
196463,Alcoholic cirrhosis,SNOMED
135287,Non-neoplastic nevus,SNOMED
140443,Asymmetry of jaw,SNOMED
140480,Impetigo,SNOMED
140489,Acquired acanthosis nigricans,SNOMED
140609,Partial thickness burn of multiple sites of trunk,SNOMED
140885,Second degree burn of nose,SNOMED
140949,Infestation by Sarcoptes scabiei var hominis,SNOMED
141004,Lesion of radial nerve,SNOMED
141094,Lichen,SNOMED
135340,Pressure ulcer stage 3,SNOMED
135350,Acute osteomyelitis of ankle and/or foot,SNOMED
141104,Intervertebral disc disorder of lumbar region with myelopathy,SNOMED
137809,Primary malignant neoplasm of female breast,SNOMED
141232,Malignant melanoma of skin,SNOMED
137820,Postoperative hypothyroidism,SNOMED
141933,Alopecia areata,SNOMED
141997,Open wound of forearm with complication,SNOMED
142004,Second degree burn of ear,SNOMED
142032,Second degree burn of lower leg,SNOMED
137940,Transient hypertension of pregnancy - delivered,SNOMED
192360,Cyst and pseudocyst of pancreas,SNOMED
192364,Nephrotic syndrome associated with another disorder,SNOMED
137951,Acquired keratoderma,SNOMED
135360,Syncope,SNOMED
135473,Dermatophytosis,SNOMED
135491,Primary malignant neoplasm of spinal cord,SNOMED
196523,Diarrhea,SNOMED
135526,Spinal cord disease,SNOMED
137967,"Muscle, ligament and fascia disorders",SNOMED
138027,Traumatic subcutaneous emphysema,SNOMED
138029,Second degree burn of palm,SNOMED
196653,Malignant tumor of kidney,SNOMED
138056,Subcutaneous emphysema resulting from a procedure,SNOMED
192376,Rhesus isoimmunization with antenatal problem,SNOMED
192591,Post-surgical hypoinsulinemia,SNOMED
196724,Disorder of diaphragm,SNOMED
196821,Urethral discharge,SNOMED
197018,Chronic gastric ulcer with hemorrhage but without obstruction,SNOMED
197033,Endometriosis of pelvic peritoneum,SNOMED
197237,Benign neoplasm of prostate,SNOMED
197343,First degree perineal laceration,SNOMED
197440,Nonvenomous insect bite of trunk without infection,SNOMED
197444,Vascular complication of medical care,SNOMED
135618,Pruritic rash,SNOMED
135722,Chronic infection of amputation stump,SNOMED
135772,Goiter,SNOMED
197494,Viral hepatitis C,SNOMED
197601,Spermatocele,SNOMED
197603,Intestinal volvulus,SNOMED
197610,Cyst of ovary,SNOMED
197654,Congenital cystic disease of liver,SNOMED
138384,Acquired hypothyroidism,SNOMED
138582,Closed fracture of acromial process of scapula,SNOMED
138713,Disorder of parathyroid gland,SNOMED
197675,Incontinence of feces,SNOMED
197717,Open wound of anterior abdominal wall without complication,SNOMED
197723,Open wound of lateral abdominal wall without complication,SNOMED
197751,Burn of lower limb,SNOMED
197852,Lumbosacral plexus lesion,SNOMED
192606,Paraplegia,SNOMED
192667,Atrophic gastritis,SNOMED
192673,Vascular insufficiency of intestine,SNOMED
138825,Actinic keratosis,SNOMED
192675,Biliary cirrhosis,SNOMED
138858,Pale complexion,SNOMED
197913,Disorder of function of stomach,SNOMED
138933,Second degree burn of multiple sites of upper arm,SNOMED
139179,Open wound of lip without complication,SNOMED
197917,Disorder of biliary tract,SNOMED
198049,Second degree burn of multiple sites of lower limb,SNOMED
198104,Primary malignant neoplasm of adrenal gland,SNOMED
198124,Kidney disease,SNOMED
198195,Ovulation bleeding,SNOMED
198198,Polyp of vagina,SNOMED
198201,Chronic salpingo-oophoritis,SNOMED
198371,Secondary malignant neoplasm of small intestine,SNOMED
198400,Hemangioma of skin and subcutaneous tissue,SNOMED
198465,"Megacolon, not Hirschsprung's",SNOMED
139188,Open wound of scalp without complication,SNOMED
139766,Carcinoma in situ of scalp and skin of neck,SNOMED
139803,Acute transverse myelitis,SNOMED
198499,Second degree perineal tear during delivery - delivered,SNOMED
139850,Acute frontal sinusitis,SNOMED
139899,Pemphigoid,SNOMED
139980,Burn erythema of forearm,SNOMED
198520,Lumbar spondylosis with myelopathy,SNOMED
140065,Pure red cell aplasia,SNOMED
198528,Acquired unequal leg length,SNOMED
192680,Portal hypertension,SNOMED
192753,Injury of small intestine with open wound into abdominal cavity,SNOMED
192956,Cholecystitis,SNOMED
193240,Acute generalized peritonitis,SNOMED
198700,Secondary malignant neoplasm of liver,SNOMED
198707,Nodular lymphoma of lymph nodes of inguinal region and lower limb,SNOMED
140259,Open wound of face without complication,SNOMED
140435,Arrested dental caries,SNOMED
198715,Premature menopause,SNOMED
198809,Acute cholecystitis,SNOMED
198819,Obstetrical injury to pelvic organ,SNOMED
135777,Neoplasm of uncertain behavior of skin,SNOMED
135778,Toxic multinodular goiter,SNOMED
193253,Nephritis,SNOMED
193256,Alcoholic fatty liver,SNOMED
193275,Third degree perineal tear during delivery - delivered,SNOMED
193277,Deliveries by cesarean,SNOMED
193306,Situs inversus viscerum,SNOMED
198964,Chronic hepatitis C,SNOMED
198988,Primary malignant neoplasm of pelvis,SNOMED
198991,Benign tumor of peritoneum and retroperitoneum,SNOMED
199062,"Acute gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED
199064,Chronic vascular insufficiency of intestine,SNOMED
193326,Urge incontinence of urine,SNOMED
199192,Abrasion and/or friction burn of trunk without infection,SNOMED
199771,Carcinoid syndrome,SNOMED
193402,Bacterial enteritis,SNOMED
199860,Hernia of abdominal cavity,SNOMED
199863,Primary bacterial peritonitis,SNOMED
140648,Onychomycosis due to dermatophyte,SNOMED
199866,Acute gastritis,SNOMED
193493,Benign hypertensive renal disease,SNOMED
199878,Light and infrequent menstruation,SNOMED
199886,Simple endometrial hyperplasia,SNOMED
199891,Rhesus isoimmunization affecting pregnancy,SNOMED
199978,Contusion of lower limb,SNOMED
193518,Intestinal obstruction,SNOMED
193519,Impaired renal function disorder,SNOMED
193666,Injury of hip region,SNOMED
193688,Clostridium difficile infection,SNOMED
193733,Neoplasm of uncertain behavior of retroperitoneum and peritoneum,SNOMED
193787,Varicose veins of lower extremity with ulcer AND inflammation,SNOMED
193814,Chronic parametritis and pelvic cellulitis,SNOMED
194079,Post-surgical malabsorption,SNOMED
194091,Calculus in urethra,SNOMED
194152,Renal agenesis and dysgenesis,SNOMED
194209,Digital blood vessel injury,SNOMED
194475,Hiccoughs,SNOMED
194589,Primary malignant neoplasm of biliary tract,SNOMED
194607,Benign neoplasm of soft tissues of pelvis,SNOMED
194611,Carcinoma in situ of uterine cervix,SNOMED
